sku,brand,model_name,colorway,retail_price,release_date,days_since_release,is_limited_edition,sentiment_score,drop_frequency,volatility_score,resale_price
ASI-50113,Asics,Yeezy Boost 350,Mocha,148,2024-10-10,507,0,-0.77,14,0.5,119.87
ADI-94084,Adidas,Air Force 1,Bred,116,2023-08-02,942,0,-0.02,19,0.5,101.06
ADI-34144,Adidas,Jordan 4,Bred,100,2025-11-06,115,0,0.87,11,0.05,141.38
JOR-67648,Jordan,Air Max 90,Chicago,189,2024-02-14,746,1,0.98,2,0.12,921.8
ADI-57600,Adidas,Yeezy Boost 350,Triple White,150,2023-08-01,943,0,0.97,9,0.61,253.87
ADI-94425,Adidas,Dunk Low,Mocha,171,2024-11-04,482,0,0.45,11,0.14,233.45
ASI-90430,Asics,Yeezy Boost 350,Bred,179,2025-11-25,96,0,-0.61,11,0.28,112.64
JOR-19428,Jordan,550,Triple Black,231,2024-04-25,675,1,1.0,3,0.8,680.22
ASI-71182,Asics,550,Chicago,108,2024-10-30,487,1,-0.19999999999999996,2,0.02,301.45
NIK-18189,Nike,Gel-Lyte III,Triple White,91,2025-01-09,416,0,-0.22,15,0.67,115.15
YEE-21555,Yeezy,Air Max 90,Triple Black,158,2023-09-19,894,0,-0.03,11,0.3,163.21
JOR-61389,Jordan,Gel-Lyte III,Bred,206,2023-06-28,977,0,0.02,15,0.65,259.77
ASI-62359,Asics,Air Max 90,UNC,134,2024-08-28,550,0,-0.13,20,0.83,178.4
NIK-59978,Nike,Jordan 1 Retro,Chicago,149,2025-09-16,166,1,0.5800000000000001,1,0.21,279.88
ADI-56982,Adidas,Jordan 1 Retro,Bred,169,2024-09-05,542,0,-0.93,10,0.74,191.24
YEE-61159,Yeezy,Jordan 1 Retro,Triple Black,250,2024-09-12,535,0,-0.75,13,0.88,229.23
NIK-10329,Nike,Jordan 1 Retro,Triple Black,139,2023-08-24,920,0,0.48,15,0.79,130.94
ADI-14299,Adidas,Dunk Low,Bred,95,2024-06-20,619,0,0.5,13,0.07,113.44
YEE-52097,Yeezy,Jordan 1 Retro,Mocha,239,2025-07-21,223,1,-0.009999999999999953,2,0.96,641.95
NEW-72460,New Balance,550,Bred,143,2023-11-22,830,0,-0.09,7,0.35,134.38
ASI-78072,Asics,Jordan 4,UNC,145,2023-09-30,883,0,-0.25,8,0.32,151.76
JOR-58381,Jordan,Jordan 4,Chicago,154,2023-10-31,852,1,-0.41000000000000003,1,0.52,658.94
JOR-35987,Jordan,Air Force 1,Sail,190,2024-07-21,588,0,0.43,14,0.76,275.77
JOR-46076,Jordan,Dunk Low,UNC,220,2024-10-14,503,0,-0.11,8,0.27,296.21
JOR-42391,Jordan,Air Force 1,Triple Black,218,2024-01-29,762,1,0.21000000000000002,1,0.3,835.59
NIK-81811,Nike,550,Triple Black,145,2025-08-25,188,0,0.35,14,0.91,173.44
NIK-89701,Nike,Yeezy Boost 350,Triple Black,140,2025-10-20,132,0,-0.66,14,0.78,150.86
ADI-78047,Adidas,Air Force 1,Bred,153,2024-09-03,544,0,-0.98,9,0.29,156.33
ADI-44007,Adidas,Gel-Lyte III,Chicago,130,2024-10-10,507,0,-0.76,19,0.7,130.32
NIK-43541,Nike,Dunk Low,Chicago,168,2023-09-20,893,0,-0.78,7,0.02,119.16
ADI-50506,Adidas,Dunk Low,Triple White,106,2024-07-01,608,0,-0.77,19,0.06,113.53
NIK-26555,Nike,Air Max 90,Chicago,164,2025-08-24,189,1,1.0,2,0.53,277.91
NIK-48200,Nike,550,Triple White,150,2025-07-21,223,1,1.0,1,0.09,473.83
NEW-72937,New Balance,Air Max 90,Sail,109,2024-08-23,555,0,-0.62,20,0.75,115.18
YEE-38849,Yeezy,Air Force 1,Sail,237,2024-04-26,674,0,0.65,9,0.94,373.38
NEW-94641,New Balance,Jordan 1 Retro,Sail,163,2025-08-06,207,1,0.33,3,0.53,209.12
YEE-59118,Yeezy,Air Max 90,Panda,225,2023-07-12,963,0,-0.62,13,0.26,174.47
NIK-69878,Nike,Dunk Low,Bred,130,2026-02-04,25,1,-0.20999999999999996,1,0.24,312.58
JOR-77951,Jordan,550,Triple Black,177,2023-07-21,954,0,-0.69,16,0.78,135.53
ASI-29913,Asics,Air Force 1,UNC,91,2024-01-10,781,0,0.22,16,0.95,123.81
NIK-91512,Nike,Dunk Low,UNC,114,2024-06-10,629,1,-0.02999999999999997,1,0.99,532.16
ADI-36263,Adidas,Air Max 90,Bred,136,2024-02-15,745,0,-0.81,13,0.35,91.71
ASI-21860,Asics,550,Triple Black,93,2024-09-02,545,0,-0.19,12,0.32,111.06
ASI-61884,Asics,Yeezy Boost 350,Sail,153,2024-05-29,641,0,0.71,14,0.31,241.1
ASI-34537,Asics,Dunk Low,Chicago,99,2025-05-02,303,1,0.99,1,0.16,305.23
ADI-83332,Adidas,Dunk Low,Bred,161,2025-07-04,240,1,0.21000000000000002,3,0.08,524.41
JOR-82231,Jordan,Yeezy Boost 350,Triple White,203,2024-02-02,758,1,1.0,3,0.56,626.15
JOR-41789,Jordan,550,Sail,208,2023-09-11,902,0,-0.03,15,0.4,222.58
ASI-50577,Asics,Dunk Low,Chicago,176,2024-01-09,782,0,-0.76,7,0.2,208.07
ADI-30072,Adidas,550,Triple Black,141,2024-09-30,517,0,-0.52,6,0.08,136.85
ASI-11651,Asics,Jordan 1 Retro,Panda,146,2024-06-29,610,1,1.0,2,0.92,712.09
ASI-19893,Asics,Gel-Lyte III,Chicago,144,2024-06-08,631,1,1.0,2,0.98,756.16
ADI-69825,Adidas,Jordan 4,Triple Black,132,2023-12-09,813,0,-0.87,12,0.07,140.22
ADI-93151,Adidas,550,Chicago,101,2023-10-25,858,0,0.97,11,0.18,138.21
ASI-17550,Asics,Air Force 1,UNC,95,2024-11-03,483,0,0.18,18,0.12,96.6
YEE-85252,Yeezy,Air Force 1,Triple Black,200,2023-07-13,962,0,-0.91,13,0.52,167.71
JOR-19293,Jordan,Yeezy Boost 350,Triple White,199,2025-01-15,410,1,1.0,3,0.02,770.14
JOR-65726,Jordan,Air Max 90,Chicago,237,2025-12-22,69,0,0.95,8,0.04,387.84
ADI-34598,Adidas,550,Triple White,159,2025-05-31,274,0,0.22,7,0.23,215.53
ASI-37680,Asics,Yeezy Boost 350,Triple Black,155,2023-11-01,851,0,-0.21,13,0.1,146.28
JOR-29915,Jordan,550,UNC,169,2024-04-11,689,0,-0.11,13,0.08,154.29
JOR-37857,Jordan,Yeezy Boost 350,Triple Black,188,2025-05-28,277,0,-0.62,12,0.22,196.95
NIK-40465,Nike,550,Bred,123,2025-08-18,195,1,0.34,2,0.49,374.3
JOR-42217,Jordan,Dunk Low,Sail,214,2023-12-04,818,1,0.87,3,0.04,871.52
NEW-53281,New Balance,Jordan 1 Retro,Triple Black,171,2023-07-21,954,0,0.85,9,0.38,222.1
NEW-88532,New Balance,Jordan 1 Retro,Mocha,148,2025-01-28,397,1,1.0,2,0.22,425.76
ASI-93510,Asics,550,Chicago,112,2025-01-24,401,0,0.32,15,0.03,134.29
NIK-22864,Nike,Gel-Lyte III,UNC,179,2023-12-30,792,0,-0.61,14,0.35,129.31
JOR-14512,Jordan,Air Force 1,Mocha,169,2024-06-15,624,1,0.23,3,0.1,674.53
ADI-40100,Adidas,Dunk Low,Mocha,132,2024-01-14,777,1,0.77,2,0.2,507.59
ASI-55558,Asics,Jordan 4,Sail,117,2026-01-26,34,0,-0.32,18,0.29,165.93
ADI-64703,Adidas,Yeezy Boost 350,Mocha,109,2024-11-22,464,1,-0.22999999999999998,2,0.69,464.79
JOR-88621,Jordan,Yeezy Boost 350,Mocha,228,2026-01-21,39,0,0.34,7,0.76,240.72
JOR-35107,Jordan,Yeezy Boost 350,Bred,244,2024-07-16,593,1,-0.12,1,0.32,1255.55
YEE-27649,Yeezy,Jordan 4,Chicago,179,2024-06-30,609,0,0.03,14,0.4,220.47
NEW-11731,New Balance,Yeezy Boost 350,UNC,116,2024-03-13,718,1,0.5700000000000001,3,0.34,408.27
YEE-74172,Yeezy,Jordan 1 Retro,Triple White,203,2023-12-29,793,0,-0.73,7,0.58,156.06
ADI-94729,Adidas,Jordan 1 Retro,Panda,93,2024-08-05,573,1,0.74,2,0.51,301.14
ADI-21072,Adidas,Dunk Low,Mocha,103,2025-04-23,312,0,0.28,12,0.37,91.51
ASI-24960,Asics,Air Force 1,Sail,171,2024-10-11,506,0,-0.6,12,0.13,215.05
YEE-85879,Yeezy,550,Triple Black,210,2023-12-18,804,0,-0.42,16,0.39,287.54
JOR-30398,Jordan,550,Chicago,180,2025-03-12,354,0,0.55,20,0.82,247.19
ASI-62728,Asics,Jordan 1 Retro,UNC,97,2023-11-20,832,1,0.34,2,0.79,368.42
YEE-15767,Yeezy,Jordan 1 Retro,Sail,244,2024-03-14,717,0,0.69,9,0.45,368.48
YEE-54704,Yeezy,Yeezy Boost 350,Panda,241,2024-08-11,567,0,-0.35,8,0.66,266.66
NEW-76332,New Balance,550,Bred,110,2025-03-08,358,0,-0.29,18,0.76,110.81
ADI-56068,Adidas,Jordan 4,UNC,95,2023-06-10,995,0,-0.14,19,0.86,113.7
NEW-66869,New Balance,550,Mocha,177,2025-01-17,408,0,-0.14,20,0.01,151.53
ADI-40917,Adidas,Jordan 1 Retro,Mocha,164,2026-01-19,41,0,-0.09,5,0.85,139.07
JOR-94685,Jordan,Jordan 4,Sail,228,2024-12-22,434,0,0.75,19,0.84,367.34
JOR-79323,Jordan,Air Max 90,Triple White,216,2024-05-15,655,0,0.21,16,0.94,215.14
ASI-37221,Asics,Jordan 4,Bred,177,2025-01-01,424,0,0.7,7,0.45,277.05
JOR-96595,Jordan,Jordan 4,Bred,169,2025-03-10,356,0,0.65,8,0.78,300.65
NIK-92312,Nike,Gel-Lyte III,Chicago,117,2024-03-27,704,0,0.06,12,0.79,166.34
NEW-56330,New Balance,Yeezy Boost 350,Mocha,157,2023-07-12,963,0,0.74,9,0.51,239.96
NEW-33382,New Balance,Air Max 90,Sail,93,2025-12-15,76,0,-0.18,20,0.16,115.89
ASI-56510,Asics,Gel-Lyte III,Sail,158,2024-07-17,592,0,-0.73,7,0.28,153.03
ADI-63237,Adidas,Yeezy Boost 350,Sail,164,2024-05-16,654,0,0.62,7,0.09,256.55
NIK-21390,Nike,Jordan 4,Sail,166,2025-07-28,216,1,-0.53,1,0.89,285.81
NIK-19312,Nike,550,Bred,96,2024-11-03,483,0,0.18,19,0.43,141.29
ADI-33060,Adidas,Gel-Lyte III,Sail,138,2024-11-07,479,0,-0.3,6,0.81,129.07
ASI-32212,Asics,550,Chicago,131,2025-07-22,222,0,-0.04,11,0.92,130.88
ADI-98220,Adidas,550,Bred,180,2025-12-15,76,0,-0.09,20,0.94,167.75
ADI-58059,Adidas,Air Max 90,Chicago,126,2023-11-22,830,0,1.0,9,0.49,217.97
JOR-25915,Jordan,Jordan 1 Retro,Chicago,162,2025-04-18,317,0,0.56,9,0.96,185.82
NIK-32517,Nike,Air Force 1,Chicago,159,2024-08-19,559,0,-0.94,6,0.62,118.99
NEW-91230,New Balance,Yeezy Boost 350,Panda,101,2024-04-15,685,0,0.52,9,0.98,164.79
ASI-56364,Asics,Yeezy Boost 350,Triple Black,134,2025-10-11,141,0,-0.64,15,0.02,120.09
NEW-63965,New Balance,550,Chicago,156,2023-09-26,887,0,0.53,6,0.75,239.4
JOR-84406,Jordan,Jordan 4,Panda,200,2023-08-02,942,0,0.54,11,0.41,247.18
YEE-22239,Yeezy,Jordan 4,Mocha,165,2025-09-23,159,1,1.0,1,0.29,275.54
JOR-98663,Jordan,Yeezy Boost 350,Chicago,173,2025-08-22,191,1,0.41000000000000003,2,0.78,373.72
YEE-69033,Yeezy,Jordan 4,Mocha,152,2024-05-19,651,0,-0.59,19,0.23,186.88
NEW-71919,New Balance,Yeezy Boost 350,Bred,113,2024-08-23,555,0,-0.21,17,0.86,99.67
NIK-76837,Nike,Jordan 4,Sail,165,2025-01-08,417,0,0.27,12,0.81,134.15
NIK-52011,Nike,Air Max 90,Mocha,118,2025-05-30,275,0,-0.1,7,0.39,167.83
NIK-48037,Nike,Dunk Low,Chicago,161,2025-02-25,369,1,0.73,3,0.78,413.63
NEW-27287,New Balance,550,UNC,120,2025-07-29,215,0,0.74,5,0.87,191.76
NEW-64117,New Balance,Gel-Lyte III,Triple White,179,2025-09-07,175,0,-0.54,15,0.45,212.19
ADI-45100,Adidas,Yeezy Boost 350,UNC,125,2024-08-24,554,0,-0.9,13,0.24,112.19
ADI-46328,Adidas,Air Force 1,Panda,115,2024-03-05,726,0,-0.04,17,0.95,131.07
ADI-20151,Adidas,Gel-Lyte III,Sail,179,2023-09-18,895,0,0.03,13,0.57,177.48
NEW-42529,New Balance,550,Panda,91,2024-10-19,498,0,0.14,11,0.98,73.0
NEW-63273,New Balance,Jordan 4,Panda,136,2023-11-15,837,0,-0.75,12,0.24,88.05
ADI-56584,Adidas,Jordan 4,Triple Black,100,2024-04-09,691,1,1.0,2,0.18,397.43
ADI-13134,Adidas,Jordan 1 Retro,Triple White,93,2025-06-08,266,0,0.17,6,0.76,110.04
NEW-68393,New Balance,Jordan 4,Mocha,111,2024-01-26,765,1,0.29000000000000004,3,0.59,400.61
ADI-97231,Adidas,Air Max 90,Panda,136,2023-12-20,802,0,0.93,8,0.69,200.61
JOR-87001,Jordan,Jordan 4,Sail,182,2025-11-29,92,0,-0.22,11,0.2,224.79
NIK-66541,Nike,Dunk Low,Mocha,163,2024-07-27,582,0,0.54,7,0.35,213.51
NEW-34088,New Balance,Jordan 1 Retro,Triple White,158,2025-04-07,328,1,-0.49,3,0.66,358.07
JOR-91611,Jordan,Air Max 90,Triple Black,212,2023-09-26,887,0,0.98,6,0.77,249.52
JOR-25169,Jordan,Gel-Lyte III,Sail,184,2024-11-25,461,0,0.19,16,0.88,221.85
NEW-16217,New Balance,Yeezy Boost 350,Triple Black,134,2025-10-12,140,0,-0.81,19,0.01,84.8
NIK-39589,Nike,Jordan 1 Retro,Chicago,93,2023-06-20,985,0,0.66,15,0.07,141.35
ADI-44235,Adidas,Jordan 4,Sail,103,2024-03-23,708,1,0.27,1,0.76,426.65
ADI-16521,Adidas,Jordan 4,Triple White,91,2025-01-22,403,0,0.82,14,0.59,141.34
ADI-24256,Adidas,Dunk Low,Mocha,148,2023-09-27,886,0,-0.54,11,0.5,123.7
NEW-75631,New Balance,Jordan 4,Chicago,95,2025-05-31,274,0,0.66,5,0.04,128.04
ADI-43219,Adidas,Gel-Lyte III,Bred,98,2024-08-09,569,1,-0.21999999999999997,1,0.36,291.03
YEE-47521,Yeezy,Gel-Lyte III,Panda,158,2025-01-25,400,0,0.9,20,0.83,204.84
NEW-29591,New Balance,Air Force 1,Panda,121,2025-08-30,183,1,-0.52,1,0.32,127.59
ADI-38105,Adidas,Air Force 1,Chicago,90,2025-10-10,142,0,-0.68,15,0.6,110.92
NIK-64456,Nike,Jordan 4,Sail,127,2025-01-27,398,0,-0.09,13,0.98,148.17
ADI-18402,Adidas,Gel-Lyte III,Panda,169,2024-12-12,444,0,-0.54,19,0.47,150.82
ADI-46277,Adidas,Jordan 1 Retro,Bred,115,2025-08-12,201,0,0.28,9,0.6,155.7
NEW-81605,New Balance,Gel-Lyte III,Panda,154,2024-11-12,474,0,-0.04,19,0.17,220.5
ADI-90506,Adidas,Gel-Lyte III,Sail,119,2025-06-13,261,0,0.45,11,0.64,159.66
ADI-69321,Adidas,550,Panda,134,2023-09-20,893,0,-0.99,13,0.33,146.89
NIK-70075,Nike,Gel-Lyte III,Mocha,137,2023-09-14,899,0,0.53,9,0.16,214.1
NIK-85923,Nike,Jordan 1 Retro,Triple White,171,2024-06-26,613,0,0.89,17,0.11,299.75
ADI-38158,Adidas,Dunk Low,Panda,138,2026-02-11,18,0,-0.89,7,0.92,102.15
ASI-33947,Asics,Gel-Lyte III,Triple White,153,2025-12-02,89,0,0.23,10,0.27,165.99
ASI-22823,Asics,Dunk Low,Sail,163,2024-07-08,601,0,-0.08,18,0.17,145.78
NIK-48107,Nike,Jordan 1 Retro,UNC,150,2024-04-28,672,0,0.56,13,0.21,242.16
ASI-98580,Asics,Dunk Low,Mocha,108,2023-12-24,798,0,0.88,18,0.09,175.62
JOR-36484,Jordan,Jordan 4,Sail,196,2024-07-05,604,0,0.23,8,0.65,253.8
JOR-41548,Jordan,Dunk Low,Sail,187,2026-02-08,21,0,0.24,11,0.98,268.2
JOR-85818,Jordan,Dunk Low,Bred,155,2025-11-17,104,0,-0.34,7,0.8,230.11
ASI-20042,Asics,Jordan 4,UNC,120,2025-03-13,353,0,0.73,16,0.15,148.78
ADI-40298,Adidas,Air Max 90,Sail,136,2024-06-16,623,0,-0.89,13,0.57,176.76
YEE-91009,Yeezy,Yeezy Boost 350,Bred,171,2025-12-27,64,1,1.0,3,0.4,317.1
NIK-74380,Nike,Gel-Lyte III,Triple Black,104,2025-01-19,406,1,1.0,1,0.97,463.55
ADI-39868,Adidas,Jordan 4,Sail,105,2025-05-28,277,0,0.31,7,0.88,142.0
JOR-51288,Jordan,Air Max 90,Triple White,157,2025-06-15,259,0,0.65,6,0.12,227.87
ASI-61219,Asics,Yeezy Boost 350,Panda,132,2023-07-07,968,0,0.46,13,0.65,108.23
ADI-70160,Adidas,Yeezy Boost 350,UNC,176,2023-09-24,889,1,-0.16000000000000003,1,0.01,384.56
NIK-28728,Nike,Gel-Lyte III,Mocha,102,2026-01-06,54,0,-0.98,12,0.65,96.03
NIK-31009,Nike,Air Max 90,Triple White,102,2024-05-10,660,1,1.0,2,0.09,338.43
ADI-34793,Adidas,Dunk Low,Sail,171,2025-11-12,109,0,0.07,14,0.45,242.97
NIK-13660,Nike,Air Max 90,Bred,178,2024-11-09,477,0,-0.91,10,0.32,182.25
ADI-98349,Adidas,Air Force 1,Sail,150,2025-07-13,231,0,-0.93,10,0.85,154.65
NIK-66672,Nike,Jordan 1 Retro,UNC,112,2025-08-10,203,0,-0.99,5,0.07,124.96
NIK-82944,Nike,Gel-Lyte III,Chicago,125,2024-01-28,763,0,-0.04,5,0.61,162.87
ADI-56021,Adidas,Yeezy Boost 350,UNC,171,2024-05-30,640,0,0.1,19,0.34,237.31
ADI-67815,Adidas,Air Force 1,Triple White,169,2024-06-17,622,1,0.39,2,0.93,679.38
JOR-86792,Jordan,550,Triple White,197,2024-05-21,649,0,0.9,20,0.66,303.65
JOR-66547,Jordan,Dunk Low,Sail,216,2026-01-28,32,0,-0.1,18,0.68,318.61
ADI-24033,Adidas,Air Force 1,Sail,94,2025-06-12,262,1,0.5900000000000001,3,0.94,183.88
NEW-55857,New Balance,Dunk Low,Sail,138,2025-05-07,298,1,-0.5499999999999999,1,0.72,359.9
NIK-46807,Nike,Jordan 1 Retro,Triple Black,170,2025-01-26,399,0,-0.28,13,0.38,137.82
NEW-25705,New Balance,Dunk Low,Panda,113,2023-09-04,909,0,0.12,12,0.78,130.94
YEE-27522,Yeezy,Jordan 4,Triple Black,221,2025-10-02,150,0,0.16,16,0.76,229.96
ADI-65200,Adidas,Jordan 4,Panda,158,2025-07-14,230,0,-0.83,8,0.15,98.75
YEE-17066,Yeezy,Air Max 90,Sail,200,2025-02-27,367,0,-0.85,11,0.73,123.49
YEE-80840,Yeezy,Jordan 1 Retro,Sail,210,2024-03-18,713,1,0.36000000000000004,2,0.45,655.21
YEE-93915,Yeezy,Jordan 1 Retro,Panda,211,2024-04-19,681,0,0.97,16,0.37,284.04
NEW-55225,New Balance,Air Max 90,Triple White,143,2024-07-15,594,1,0.81,1,0.27,374.2
ASI-94336,Asics,Jordan 4,UNC,138,2023-09-24,889,0,0.62,16,0.68,243.5
NIK-65904,Nike,Jordan 4,Sail,151,2025-03-01,365,0,-0.08,15,0.29,218.0
ADI-71713,Adidas,Jordan 1 Retro,Triple White,140,2025-07-04,240,0,0.11,18,0.79,122.72
JOR-97879,Jordan,Air Force 1,Triple White,188,2023-08-08,936,1,0.68,1,0.27,816.18
NEW-13224,New Balance,Gel-Lyte III,Mocha,127,2024-09-19,528,0,0.1,5,0.1,190.01
ADI-67112,Adidas,550,Sail,172,2025-09-11,171,0,0.41,15,0.64,175.27
NEW-21782,New Balance,Dunk Low,Mocha,105,2023-09-03,910,1,0.92,1,0.69,587.28
NEW-46137,New Balance,Air Force 1,Bred,158,2024-12-04,452,0,0.78,15,0.82,198.9
YEE-71152,Yeezy,Yeezy Boost 350,Triple Black,152,2024-09-25,522,0,-0.91,17,0.28,128.92
ADI-81968,Adidas,550,Sail,172,2023-12-12,810,0,0.99,12,0.49,234.5
ASI-57350,Asics,Air Max 90,Sail,141,2025-04-16,319,1,-0.32999999999999996,3,0.93,339.64
NEW-52670,New Balance,Gel-Lyte III,UNC,140,2024-06-08,631,0,-0.7,9,0.94,85.19
NEW-93335,New Balance,Yeezy Boost 350,Sail,121,2025-01-01,424,1,-0.38,2,0.71,417.88
YEE-82115,Yeezy,Dunk Low,Triple White,217,2024-05-02,668,0,-0.04,6,0.79,269.93
ADI-42346,Adidas,Air Force 1,Triple Black,91,2025-05-28,277,0,-0.4,19,0.99,80.41
ASI-73402,Asics,Jordan 1 Retro,Bred,145,2024-08-25,553,0,0.89,14,0.79,260.99
JOR-41559,Jordan,Gel-Lyte III,Bred,203,2023-10-13,870,0,0.01,20,0.25,289.71
ADI-32965,Adidas,Air Max 90,Panda,139,2024-02-24,736,0,0.29,7,0.33,203.33
NEW-63568,New Balance,Air Force 1,Bred,134,2024-06-12,627,0,0.95,11,0.77,157.64
NIK-31581,Nike,Dunk Low,Mocha,141,2023-06-13,992,1,-0.5,2,0.69,539.94
JOR-90363,Jordan,Dunk Low,Sail,173,2025-11-24,97,0,-0.71,17,0.55,160.89
ADI-57903,Adidas,Jordan 1 Retro,Triple Black,137,2024-08-27,551,0,0.93,16,0.21,188.08
ASI-12421,Asics,Jordan 1 Retro,Sail,106,2025-01-11,414,0,0.16,11,0.31,136.37
YEE-99806,Yeezy,Gel-Lyte III,Chicago,185,2025-08-26,187,0,-0.02,19,0.78,254.02
NIK-59337,Nike,Air Max 90,Mocha,100,2024-04-14,686,0,0.07,17,0.85,123.35
NIK-74845,Nike,Jordan 1 Retro,UNC,104,2024-03-30,701,1,0.75,2,0.88,292.05
NIK-47942,Nike,Air Max 90,Mocha,119,2025-12-13,78,0,-0.25,16,0.86,178.19
JOR-36537,Jordan,Jordan 1 Retro,Triple White,186,2025-08-15,198,1,0.35000000000000003,3,0.59,271.54
YEE-30575,Yeezy,Gel-Lyte III,Panda,220,2025-04-24,311,0,0.91,19,0.71,281.86
JOR-44461,Jordan,Dunk Low,Mocha,231,2025-04-10,325,0,-0.63,10,0.67,179.03
JOR-71853,Jordan,Dunk Low,Panda,182,2025-06-27,247,1,-0.12,3,0.66,636.31
NEW-89988,New Balance,550,UNC,160,2023-08-11,933,0,-0.58,18,0.6,148.67
ASI-64542,Asics,Jordan 4,Panda,91,2023-09-12,901,0,0.77,9,0.51,140.2
NEW-79194,New Balance,Gel-Lyte III,Triple Black,135,2025-01-05,420,1,1.0,2,0.5,503.6
JOR-23467,Jordan,Yeezy Boost 350,Chicago,195,2025-07-01,243,1,1.0,2,0.25,439.87
ASI-45523,Asics,Gel-Lyte III,Chicago,168,2025-03-18,348,0,0.18,11,0.71,169.88
YEE-33944,Yeezy,Jordan 4,Panda,214,2025-04-07,328,0,-0.11,16,0.43,202.46
JOR-25344,Jordan,550,Triple Black,247,2025-06-23,251,0,0.91,17,0.7,289.43
NEW-64494,New Balance,Jordan 4,Chicago,174,2026-01-16,44,0,-0.49,8,0.53,207.15
ASI-55752,Asics,Jordan 1 Retro,Mocha,102,2025-10-20,132,0,0.93,6,0.13,131.05
ADI-65368,Adidas,Air Force 1,Mocha,171,2024-10-24,493,1,1.0,3,0.76,901.7
JOR-37932,Jordan,550,Sail,225,2024-11-29,457,1,0.5,3,0.71,699.17
JOR-34176,Jordan,Yeezy Boost 350,Panda,220,2025-02-25,369,0,-0.98,11,0.04,196.18
ASI-59067,Asics,550,UNC,139,2023-06-07,998,1,-0.59,3,0.67,377.48
ASI-46430,Asics,Air Force 1,Triple Black,139,2025-09-20,162,0,-0.82,11,0.89,99.92
NEW-32634,New Balance,Jordan 4,Mocha,107,2024-10-26,491,0,-0.24,13,0.37,105.04
JOR-89536,Jordan,Jordan 4,Bred,234,2025-08-20,193,0,-0.73,18,0.44,148.92
JOR-75223,Jordan,Air Force 1,Triple White,151,2025-04-02,333,1,0.040000000000000036,1,0.34,442.07
NIK-42139,Nike,Air Max 90,Triple Black,177,2025-03-30,336,1,0.8400000000000001,3,0.21,624.14
ADI-10697,Adidas,Dunk Low,Triple White,91,2023-09-16,897,1,0.13,1,0.23,282.44
NIK-47487,Nike,Jordan 4,Panda,172,2026-02-19,10,0,-0.73,6,0.49,184.87
NIK-97261,Nike,Jordan 1 Retro,UNC,174,2025-07-25,219,0,0.06,7,0.51,221.26
NEW-58895,New Balance,Gel-Lyte III,Panda,163,2023-07-02,973,0,0.78,5,0.83,213.34
JOR-34513,Jordan,Jordan 4,Triple Black,239,2023-11-30,822,0,0.51,19,0.89,278.72
JOR-95019,Jordan,Jordan 1 Retro,Triple White,180,2024-12-12,444,0,-0.08,18,0.18,188.91
JOR-79740,Jordan,Air Force 1,Sail,198,2024-04-26,674,0,-0.9,12,0.72,231.03
ASI-56122,Asics,Dunk Low,Triple White,161,2024-11-06,480,0,0.06,6,0.64,204.67
NEW-10609,New Balance,Dunk Low,UNC,123,2025-11-30,91,1,1.0,1,0.32,387.59
NEW-94314,New Balance,Jordan 4,Chicago,177,2024-08-06,572,1,0.88,3,0.2,755.16
ADI-79454,Adidas,Dunk Low,Mocha,146,2025-02-17,377,1,-0.19999999999999996,1,0.13,490.02
NEW-18043,New Balance,Air Max 90,Triple White,130,2025-05-08,297,0,0.99,20,0.16,165.58
ASI-96903,Asics,Dunk Low,Triple Black,178,2024-08-08,570,0,0.59,20,0.99,211.66
NEW-61118,New Balance,Dunk Low,Panda,147,2025-03-20,346,0,0.59,13,0.85,179.48
ASI-45637,Asics,Yeezy Boost 350,Sail,105,2024-09-26,521,1,-0.019999999999999962,3,0.88,356.67
NIK-63300,Nike,Dunk Low,Sail,131,2023-09-14,899,0,0.91,17,0.97,200.18
NEW-74269,New Balance,Gel-Lyte III,Triple White,105,2024-12-08,448,0,0.44,16,0.72,90.87
NIK-17757,Nike,Gel-Lyte III,Chicago,170,2024-11-24,462,0,0.62,6,0.17,213.06
ASI-25462,Asics,Air Max 90,UNC,177,2025-01-14,411,1,-0.5,1,0.36,829.36
NIK-12758,Nike,Air Force 1,Triple Black,179,2025-05-22,283,0,-0.83,8,0.35,156.38
JOR-80591,Jordan,Jordan 4,Chicago,232,2023-09-23,890,0,-0.73,5,0.65,216.75
YEE-25005,Yeezy,Jordan 1 Retro,Triple Black,198,2025-03-25,341,0,-0.99,8,0.42,189.94
NEW-56305,New Balance,Yeezy Boost 350,Mocha,131,2025-08-12,201,0,0.52,5,0.25,148.88
ASI-62506,Asics,Air Max 90,Triple White,94,2025-05-04,301,0,-0.33,13,0.14,137.71
JOR-84736,Jordan,Yeezy Boost 350,Bred,204,2023-10-10,873,0,-0.0,12,0.84,206.13
JOR-58265,Jordan,Air Force 1,Sail,151,2025-12-24,67,0,-0.7,11,0.74,185.65
ADI-55381,Adidas,Jordan 4,Mocha,139,2026-01-06,54,0,-0.89,9,1.0,160.83
ASI-98996,Asics,Gel-Lyte III,Mocha,146,2024-09-03,544,0,0.72,13,0.79,176.48
YEE-59096,Yeezy,Air Force 1,Panda,197,2024-08-26,552,0,-0.4,7,0.65,252.35
NIK-29307,Nike,Yeezy Boost 350,Panda,93,2024-04-02,698,0,-0.2,18,0.58,125.86
